POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,SctAcc
1B,21,Mike Meske,,Toronto,ABL,MLB,04/18/1997,26,USA,6' 2',230 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
1B,2,Chris Ortiz,,Acapulco,ABL,MLB,11/19/1992,31,MEX,6' 2',235 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,17,Brad Patrick,,Texas,ABL,MLB,01/12/1997,27,USA,6' 0',205 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
1B,20,Willie Pelayo,,Vancouver,ABL,MLB,08/30/1993,30,MEX,6' 5',245 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
1B,20,Aaron Peterson,,Calgary,ABL,MLB,04/07/1997,27,USA,6' 4',240 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,12,Dennis Pokorny,,Vancouver,ABL,MLB,12/23/2000,23,USA,6' 4',225 lbs,Right,Right,5.0 Stars,5.0 Stars,Very Low
1B,32,T.J. Price,,New York,ABL,MLB,10/09/1988,35,USA,6' 0',210 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
1B,16,Brian Redmon,,-,-,-,06/01/1994,29,USA,6' 2',230 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,25,Angelo Rodriguez,,San Antonio,ABL,MLB,10/06/2001,22,USA,6' 2',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
1B,4,Francisco Rodriguez,,Phoenix,ABL,MLB,02/16/1997,27,USA,6' 0',190 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
1B,55,Bill Salazar,,Fort Worth,ABL,MLB,09/10/1996,27,MEX,6' 2',230 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,5,Julio Salcedo,,Toronto,ABL,MLB,02/08/1999,25,MEX,6' 3',240 lbs,Switch,Right,2.0 Stars,2.0 Stars,Very Low
1B,25,Vito Salcido,,Colorado,ABL,MLB,03/30/1989,35,MEX,6' 4',230 lbs,Right,Right,4.5 Stars,4.5 Stars,Very Low
1B,10,Juan Santiago,,Tlalnepantla,ABL,MLB,04/26/1999,24,USA,6' 0',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,3,Adam Schmidt,,Nezahualcoyotl,ABL,MLB,05/04/1995,28,USA,6' 2',200 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
1B,2,Justin Shupe,,Naucalpan,ABL,MLB,10/31/1999,24,USA,6' 4',215 lbs,Right,Right,2.0 Stars,2.5 Stars,Very Low
1B,38,Ryan Simonsen,,Calgary,ABL,MLB,11/28/1999,24,USA,6' 2',230 lbs,Right,Right,2.0 Stars,2.5 Stars,Very Low
1B,20,Ford Smallwood,,Windsor,ABL,MLB,07/09/1994,29,CAN,6' 6',245 lbs,Left,Left,5.0 Stars,5.0 Stars,Low
1B,18,Adam Smith,,Colorado,ABL,MLB,04/27/1999,24,USA,6' 3',235 lbs,Left,Left,3.0 Stars,3.5 Stars,Low
1B,29,Jesse Smith,,Acapulco,ABL,MLB,02/04/1990,34,USA,6' 2',220 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
1B,4,Cody Sparks,,Texas,ABL,MLB,12/06/1998,25,USA,6' 4',235 lbs,Right,Right,0.5 Stars,0.5 Stars,Average
1B,11,Jeremy Taylor,,Guadalajara,ABL,MLB,04/29/2000,23,USA,6' 2',225 lbs,Switch,Right,2.5 Stars,3.0 Stars,Very Low
1B,22,Aaron Thorpe,,Ottawa,ABL,MLB,07/29/1995,28,USA,6' 0',195 lbs,Left,Right,3.0 Stars,3.0 Stars,Low
1B,7,Kevin Whitaker,,León,ABL,MLB,03/01/1996,28,USA,6' 8',265 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
1B,2,Steve Wilkinson,,San Antonio,ABL,MLB,07/15/1993,30,USA,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,27,Cameron Williams,,Austin,ABL,MLB,02/17/1998,26,CAN,6' 1',200 lbs,Left,Right,2.5 Stars,3.0 Stars,Very Low
1B,18,Justin Zoch,,Windsor,ABL,MLB,10/24/1992,31,USA,6' 2',240 lbs,Left,Left,2.5 Stars,2.5 Stars,Low
2B,11,Tomas Altamirano,,Markham,AAAA,AAA,05/23/1999,24,MEX,6' 1',190 lbs,Right,Right,2.0 Stars,2.5 Stars,Average
2B,13,Josh Altomonte,,San Antonio,ABL,MLB,07/02/1997,26,USA,6' 2',200 lbs,Right,Right,5.0 Stars,5.0 Stars,Very Low
2B,9,Chris Armstrong,,Mississauga,ABL,MLB,10/09/2001,22,USA,6' 3',200 lbs,Switch,Right,2.5 Stars,2.5 Stars,Low
2B,10,Roger Aubry,,New York,ABL,MLB,02/28/1996,28,CAN,6' 4',220 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
2B,5,Chris Beasley,,Puebla,ABL,MLB,10/04/2000,23,USA,6' 0',190 lbs,Right,Right,3.5 Stars,4.0 Stars,Very Low
2B,9,Dashawn Brown,,Fort Worth,ABL,MLB,03/15/1998,26,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,23,Mike Bunya,,Jacksonville,ABL,MLB,09/07/1998,25,USA,6' 1',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,9,Benito Calderon,,Victoria,ABL,MLB,02/13/1994,30,MEX,6' 4',220 lbs,Right,Right,3.5 Stars,3.5 Stars,Low
2B,40,Felipe Ceja,,Quebec City,ABL,MLB,07/14/1995,28,USA,6' 0',210 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
2B,20,Jose Cisneros,,Mérida,ABL,MLB,08/09/2000,23,MEX,6' 3',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,41,Tanner Coleman,,San Luis Potosí,ABL,MLB,06/06/1996,27,USA,6' 0',200 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
2B,11,Marcos De Gusman,,Tlalnepantla,ABL,MLB,06/18/2000,23,MEX,6' 2',195 lbs,Right,Right,2.5 Stars,3.0 Stars,Average
2B,21,Gary Dexter,,Calgary,ABL,MLB,01/15/1991,33,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
2B,55,Chris Dobson,,Tlalnepantla,ABL,MLB,10/30/1997,26,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
2B,23,Haywood Eteldrum,,Atlanta,ABL,MLB,10/10/1997,26,CAN,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,14,Cameron Fitzgerald,,Victoria,ABL,MLB,02/12/2003,21,USA,6' 2',190 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
2B,11,Jason Glass,,Fort Worth,ABL,MLB,02/17/1999,25,USA,6' 0',200 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
2B,15,Rich Grange,,San Antonio,ABL,MLB,02/26/1999,25,CAN,5' 11',185 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
2B,28,Tyler Green,,Mississauga,ABL,MLB,04/08/1995,29,USA,6' 0',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,10,Grant Greene,,Victoria,ABL,MLB,08/01/2006,17,USA,6' 4',185 lbs,Right,Right,0.5 Stars,3.5 Stars,Very Low
2B,3,Elias Gutierrez,,Colorado,ABL,MLB,01/04/1995,29,MEX,6' 0',195 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
2B,13,Chris Harrison,,Toronto,ABL,MLB,10/05/1998,25,USA,6' 2',200 lbs,Left,Right,4.5 Stars,4.5 Stars,Very Low
2B,19,Joe Hatch,,Acapulco,ABL,MLB,04/03/1999,25,USA,6' 0',190 lbs,Right,Right,2.5 Stars,3.0 Stars,Very Low
2B,2,Armando Hayes,,Mérida,ABL,MLB,03/01/1996,28,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,25,John Hirsh,,Texas,ABL,MLB,07/18/1999,24,USA,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
2B,5,Micah Ingram,,San Luis Potosí,ABL,MLB,03/29/2001,23,USA,6' 1',190 lbs,Switch,Right,3.0 Stars,4.0 Stars,Average
2B,14,Bobby Jimenez,,Jacksonville,ABL,MLB,07/18/1998,25,MEX,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
2B,23,Freddie Johnson,,Quebec City,ABL,MLB,09/22/1999,24,USA,6' 0',195 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
2B,15,John Laessig,,Montreal,ABL,MLB,02/03/1998,26,USA,6' 0',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
2B,12,Matt Lopez,,Austin,ABL,MLB,09/18/1999,24,USA,5' 11',185 lbs,Right,Right,2.0 Stars,2.0 Stars,Low
2B,30,Joey Love,,Atlanta,ABL,MLB,09/03/2000,23,USA,6' 4',200 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
2B,6,Javon Martin,,Mérida,ABL,MLB,03/02/1997,27,USA,5' 10',185 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,1,Guadalupe Meza,,León,ABL,MLB,08/02/1994,29,MEX,6' 2',200 lbs,Switch,Right,5.0 Stars,5.0 Stars,Average
2B,1,Tom Naumann,,Windsor,ABL,MLB,07/27/1998,25,USA,6' 0',195 lbs,Left,Right,2.5 Stars,2.5 Stars,Low
2B,19,Rob Necessary,,Vancouver,ABL,MLB,11/24/1998,25,USA,5' 10',180 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
2B,26,Justin Noce,,Acapulco,ABL,MLB,06/18/1996,27,USA,6' 2',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,22,Frank Norman,,Naucalpan,ABL,MLB,08/29/2000,23,CAN,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
2B,19,Mel Offredi,,Phoenix,ABL,MLB,01/04/1997,27,CAN,6' 2',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
2B,28,Nick Pape,,Nezahualcoyotl,ABL,MLB,04/22/2002,21,USA,6' 0',180 lbs,Right,Right,2.0 Stars,2.5 Stars,Average
2B,18,Albert Perez,,Guadalajara,ABL,MLB,11/28/1997,26,MEX,6' 1',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,19,Emilio Perez,,Atlanta,ABL,MLB,04/02/1992,32,MEX,6' 1',205 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
2B,63,Josh Peters,,Guadalajara,ABL,MLB,07/21/1986,37,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
2B,20,Jim Pollock,,New York,ABL,MLB,02/07/1998,26,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
2B,10,Ron Purvis,,Phoenix,ABL,MLB,03/16/2000,24,USA,5' 10',175 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
2B,2,Victor Ramirez,,St. Johns,ABL,MLB,04/09/2000,24,USA,6' 0',195 lbs,Right,Right,2.5 Stars,3.5 Stars,Average
2B,41,Juan Reinoso,,Mexico City,ABL,MLB,10/04/1994,29,MEX,6' 3',205 lbs,Right,Right,4.5 Stars,4.5 Stars,Very Low
2B,34,Craig Roberts,,Colorado,ABL,MLB,06/05/2001,22,USA,6' 4',200 lbs,Right,Right,4.5 Stars,5.0 Stars,Very Low
2B,21,Miguel Robles,,Mexico City,ABL,MLB,09/15/1995,28,MEX,6' 2',205 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
2B,40,Arturo Ruiz,,San Antonio,ABL,MLB,09/24/2006,17,MEX,6' 2',170 lbs,Right,Right,0.5 Stars,2.5 Stars,Low
2B,27,Manny Sanchez,,Chicago,ABL,MLB,10/04/1998,25,MEX,5' 10',195 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
2B,27,Alberto Savedra,,St. Johns,ABL,MLB,11/12/1997,26,MEX,6' 0',185 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
2B,10,Ignacio Serrano,,London,AAAA,AAA,01/24/1999,25,MEX,6' 3',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,21,Tony Torres,,Springhill,AAAA,AAA,10/27/1999,24,MEX,6' 3',215 lbs,Right,Right,1.5 Stars,2.0 Stars,Very Low
2B,2,Jason Tribble,,Windsor,ABL,MLB,12/14/1995,28,USA,5' 10',185 lbs,Right,Right,2.5 Stars,2.5 Stars,Low
2B,26,Oscar Valdivia,,Tlalnepantla,ABL,MLB,06/20/2002,21,MEX,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
2B,20,Salvador Villalobos,,Ottawa,ABL,MLB,11/30/1997,26,USA,6' 2',195 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
2B,33,Danny Villanueva,,Chicago,ABL,MLB,12/18/1999,24,MEX,6' 2',195 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
2B,6,Mike Washington,,Nezahualcoyotl,ABL,MLB,12/21/2000,23,USA,6' 0',190 lbs,Left,Right,2.5 Stars,3.0 Stars,Average
2B,98,Josh Watson,,Atlanta,ABL,MLB,04/01/1996,28,USA,6' 3',200 lbs,Switch,Right,2.0 Stars,2.0 Stars,Very Low
2B,5,Howie Westlake,,Mississauga,ABL,MLB,05/31/2000,23,USA,6' 1',175 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
2B,39,Chris Williams,,Jacksonville,ABL,MLB,01/14/1998,26,USA,6' 1',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,28,Adam Anderson,,Phoenix,ABL,MLB,11/14/1991,32,USA,6' 4',235 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
3B,43,Shawn Antle,,Quebec City,ABL,MLB,09/25/1995,28,CAN,6' 1',235 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
3B,23,Jerry Ayala,,Texas,ABL,MLB,10/18/1992,31,MEX,6' 1',220 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
3B,50,Randolph Berry,,Chicago,ABL,MLB,01/13/2000,24,CAN,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,34,Miguel Bisono,,Toronto,ABL,MLB,10/26/1998,25,MEX,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,21,John Boivin,,Guadalajara,ABL,MLB,11/24/1997,26,CAN,6' 2',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,31,Justin Borden,,New York,ABL,MLB,02/01/1998,26,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,50,Andy Bradford,,Calgary,ABL,MLB,06/27/1999,24,USA,6' 0',185 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,40,Jonathan Carsello,,Naucalpan,ABL,MLB,12/05/1999,24,USA,6' 4',195 lbs,Left,Right,3.0 Stars,3.0 Stars,Very Low
3B,4,Andy Cowart,,St. Johns,ABL,MLB,09/28/1983,40,USA,6' 3',215 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
3B,17,Izzy Damian,,Acapulco,ABL,MLB,12/14/1997,26,USA,6' 0',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,16,Kevin Dickinson,,Montreal,ABL,MLB,08/15/1997,26,USA,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,12,Bryan Dodge,,Fort Worth,ABL,MLB,06/16/1996,27,USA,6' 1',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,8,Erik Frascarelli,,Ottawa,ABL,MLB,03/12/1995,29,USA,6' 0',195 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
3B,25,Mark Ghezzi,,León,ABL,MLB,09/02/1997,26,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,24,Josh Greco,,Nezahualcoyotl,ABL,MLB,02/27/1997,27,USA,6' 3',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,27,Mike Hagner,,Victoria,ABL,MLB,08/28/1997,26,USA,6' 2',215 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
3B,29,David Henderson,,Mexico City,ABL,MLB,10/13/1996,27,USA,6' 2',210 lbs,Right,Right,4.5 Stars,4.5 Stars,Very Low
3B,33,Alejandro Ibarra,,New York,ABL,MLB,10/19/1995,28,USA,6' 0',190 lbs,Right,Right,5.0 Stars,5.0 Stars,Very Low
3B,33,TOMMY JUSTICE,,Windsor,ABL,MLB,10/17/2001,22,USA,6' 3',210 lbs,Right,Right,2.5 Stars,3.0 Stars,Low
3B,62,Steve Kick,,Tlalnepantla,ABL,MLB,03/03/2000,24,USA,5' 11',195 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
3B,22,Craig Lewis,,Victoria,ABL,MLB,07/21/2000,23,USA,6' 4',220 lbs,Switch,Right,2.5 Stars,3.5 Stars,Very Low
3B,12,Andy Lira,,León,ABL,MLB,11/22/1997,26,USA,6' 0',205 lbs,Switch,Right,2.0 Stars,2.0 Stars,Low
3B,15,Matt Marshall,,Baltimore,AAAA,AAA,06/07/1998,25,USA,6' 1',210 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
3B,10,Luke McCullough,,-,-,-,01/28/1997,27,USA,6' 0',205 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
3B,16,Edgardo Mejia,,Calgary,ABL,MLB,06/13/1994,29,USA,6' 4',230 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,39,Alex Mendez,,Puebla,ABL,MLB,05/08/1992,31,USA,6' 1',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,7,Yuuchi Okuno,,Vancouver,ABL,MLB,04/11/1997,27,USA,6' 1',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,25,Justin Perez,,St. Johns,ABL,MLB,03/07/1993,31,USA,6' 2',210 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
3B,17,Carlos Proenza,,Tlalnepantla,ABL,MLB,02/01/1999,25,MEX,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,19,Tony Raggio,,Colorado,ABL,MLB,05/14/1985,38,VEN,6' 0',205 lbs,Left,Right,3.0 Stars,3.0 Stars,Very Low
3B,4,Arnold Raymond,,Atlanta,ABL,MLB,07/11/2000,23,USA,6' 4',215 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
3B,21,Ricardo Rodriguez,,Texas,ABL,MLB,07/20/2002,21,MEX,6' 4',215 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
3B,11,Justin Rosen,,Naucalpan,ABL,MLB,08/18/1998,25,USA,6' 4',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,21,Chris Singer,,Quebec City,ABL,MLB,08/02/1998,25,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,6,Dave Skaggs,,Ottawa,ABL,MLB,10/16/1999,24,USA,6' 0',200 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
3B,19,Bryan Skiles,,Austin,ABL,MLB,11/21/2001,22,USA,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,14,Jeff Smith,,San Luis Potosí,ABL,MLB,12/20/2000,23,USA,6' 0',200 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
3B,26,Fritz Stretton,,Nezahualcoyotl,ABL,MLB,12/11/1995,28,CAN,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,27,Ryan Strong,,Mérida,ABL,MLB,07/05/1998,25,USA,6' 0',200 lbs,Left,Right,3.5 Stars,4.0 Stars,Average
3B,62,John Talbert,,San Antonio,ABL,MLB,12/02/1996,27,USA,6' 2',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,33,Steve Taylor,,Austin,ABL,MLB,11/20/2000,23,USA,6' 0',185 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,17,Clint Tomlinson,,Jacksonville,ABL,MLB,08/04/1999,24,USA,6' 4',220 lbs,Right,Right,3.0 Stars,3.5 Stars,Very Low
3B,7,Garrett Vanbuskirk,,Puebla,ABL,MLB,07/10/1983,40,CAN,6' 1',215 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
3B,32,Efrain Vega,,Mississauga,ABL,MLB,03/15/1994,30,MEX,6' 0',190 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
3B,21,Victor Villa,,Puebla,ABL,MLB,08/23/1997,26,USA,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
3B,62,Steve White,,Montreal,ABL,MLB,07/13/1998,25,USA,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
3B,14,Bobby Young,,-,-,-,11/10/1993,30,USA,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
SS,6,Santos Ambriz,,Chicago,ABL,MLB,03/25/1991,33,MEX,6' 1',200 lbs,Right,Right,5.0 Stars,5.0 Stars,Very Low
SS,15,Mike Bock,,San Luis Potosí,ABL,MLB,06/26/1993,30,USA,6' 2',205 lbs,Right,Right,5.0 Stars,5.0 Stars,Average
SS,3,Eric Bunn,,Atlanta,ABL,MLB,05/03/1996,27,USA,6' 0',190 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
SS,29,Klemi Carroll,,Tuxtla Gutiérrez,AAAA,AAA,02/13/1997,27,USA,6' 3',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
SS,27,Bill Castillo,,Mississauga,ABL,MLB,07/22/1997,26,USA,6' 0',195 lbs,Right,Right,5.0 Stars,5.0 Stars,Average
SS,19,Adam Cogswell,,Nezahualcoyotl,ABL,MLB,09/08/1993,30,USA,6' 0',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
SS,5,Dante Cooper,,Colorado,ABL,MLB,06/27/1997,26,CAN,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
SS,17,David Crossett,,Fort Worth,ABL,MLB,02/24/1998,26,USA,6' 3',200 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
SS,7,Daniel Cruz,,Windsor,ABL,MLB,01/30/1999,25,USA,6' 3',200 lbs,Left,Right,2.0 Stars,2.0 Stars,High
SS,3,Juan Delgadillo,,St. Johns,ABL,MLB,11/04/1998,25,MEX,6' 0',185 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
SS,24,Lou Dugas,,Guadalajara,ABL,MLB,01/28/1998,26,CAN,6' 0',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
SS,58,Landon Fagan,,Acapulco,ABL,MLB,01/14/1997,27,USA,6' 0',180 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
SS,20,Danny Gonzalez,,Quebec City,ABL,MLB,09/23/2000,23,MEX,6' 3',195 lbs,Left,Right,1.5 Stars,1.5 Stars,Very Low
SS,8,Fernando Gutierrez,,Victoria,ABL,MLB,09/26/2002,21,MEX,6' 1',190 lbs,Switch,Right,2.0 Stars,2.0 Stars,Very Low
SS,27,Victor Guzman,,Vancouver,ABL,MLB,04/06/1998,26,MEX,6' 4',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
SS,8,Scott Hardin,,Texas,ABL,MLB,10/21/2000,23,USA,5' 10',175 lbs,Switch,Right,1.5 Stars,2.0 Stars,Very Low
SS,4,John Head,,Mérida,ABL,MLB,06/20/1999,24,USA,6' 0',190 lbs,Right,Right,3.5 Stars,4.5 Stars,Average
SS,7,Tyler Herigstad,,Phoenix,ABL,MLB,01/05/1998,26,USA,6' 1',190 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
SS,11,Dave Hinderaker,,Puebla,ABL,MLB,01/24/1993,31,USA,6' 2',200 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
SS,20,Dudley Leahy,,Nezahualcoyotl,ABL,MLB,04/29/1998,25,CAN,6' 0',185 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
SS,16,Josh Manning,,Corpus Christi,AAAA,AAA,03/19/1997,27,USA,6' 4',220 lbs,Right,Right,1.5 Stars,1.5 Stars,Very Low
SS,12,Chris Manns,,Naucalpan,ABL,MLB,06/08/1990,33,USA,6' 2',205 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
SS,3,Jose Manzanares,,Ottawa,ABL,MLB,06/10/2000,23,MEX,6' 2',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
SS,2,Troy McAtee,,Jacksonville,ABL,MLB,08/03/1999,24,USA,6' 0',185 lbs,Switch,Right,3.0 Stars,3.0 Stars,Average
SS,22,Chris McKean,,Guadalajara,ABL,MLB,04/17/1995,28,USA,6' 1',195 lbs,Left,Right,2.0 Stars,2.0 Stars,Average
SS,65,Mike Miller,,Vancouver,ABL,MLB,03/17/2000,24,USA,6' 2',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
SS,11,Josh Milos,,Toronto,ABL,MLB,10/03/2000,23,USA,6' 1',200 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
SS,34,Rick Neiman,,Calgary,ABL,MLB,01/23/2001,23,USA,6' 2',185 lbs,Right,Right,5.0 Stars,5.0 Stars,Average
SS,23,Brian Neville,,Montreal,ABL,MLB,09/21/2002,21,USA,6' 4',200 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
SS,12,Efrain Rodriguez,,Phoenix,ABL,MLB,10/04/2000,23,MEX,6' 0',190 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
SS,15,Vic Roman,,Naucalpan,ABL,MLB,09/10/1999,24,USA,6' 1',195 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
SS,3,Alejandro Sanchez,,León,ABL,MLB,03/26/1999,25,MEX,6' 1',205 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
SS,18,Danny Silva,,Fort Worth,ABL,MLB,05/02/1999,24,MEX,6' 0',190 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
SS,23,Maurice Tarver,,Austin,ABL,MLB,07/04/1998,25,USA,6' 0',185 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
SS,27,Bobby Tovar,,León,ABL,MLB,08/03/1997,26,MEX,6' 1',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
SS,2,Brian Trendle,,Tlalnepantla,ABL,MLB,09/24/1992,31,USA,6' 0',190 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
SS,9,Paul Tucci,,Naucalpan,ABL,MLB,07/10/1994,29,USA,6' 4',210 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
SS,17,Travis Turner,,New York,ABL,MLB,10/21/2002,21,USA,6' 1',175 lbs,Right,Right,3.0 Stars,4.0 Stars,Very Low
SS,8,Ian Uribe,,Puebla,ABL,MLB,02/07/1997,27,USA,6' 4',210 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
SS,13,Edgar Valdez,,Windsor,ABL,MLB,04/27/1997,26,MEX,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Low
SS,18,Bobby Vasquez,,San Antonio,ABL,MLB,01/09/1995,29,MEX,6' 0',195 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
SS,20,Ryan Webb,,Montreal,ABL,MLB,11/04/1997,26,USA,6' 4',210 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
SS,28,David Williams,,Mexico City,ABL,MLB,07/04/1993,30,USA,6' 2',205 lbs,Right,Right,5.0 Stars,5.0 Stars,Average
